lyric,artist
lil' bitch you can't fuck with me if you wanted to woo these expensive these is red bottoms these is bloody shoes woo woo hit,Cardi B
the store i can get 'em both i don't wanna choose and i'm quick cut a nigga off so don't get comfortable look ayy woo,Cardi B
i don't dance now i make money moves ayy ayy said i don't gotta dance i make money moves woo if i see you and,Cardi B
i don't speak that means i don't fuck with you i'm a boss you a worker bitch i make bloody moves bloody moves bloody moves,Cardi B
bloody moves,Cardi B
i don't really trust them no more all these bitches do is talk behind your back that's a no go and i don't really stress,Cardi B
it no more getting all this money made my heart so cold middle finger up to you hoes hating on me i'm making moves on,Cardi B
the road though and i don't really trust them no more i don't really stress it no more i don't be trusting them i don't,Cardi B
be stressing them i swear i just flex on them i swear i just flex on them carbi b me bad one you bitches sad,Cardi B
ones i just get my money and i style on them all them bitches broke and they mad i just dab on them wave bye,Cardi B
hit the gas on them 00 on the dash on them i don't say much i just swag on them i be killing them i,Cardi B
go fab on them left right throwing jabs at them night night ima black on them hit the game raw no magnums can't stop winning,Cardi B
god finna go platinum i don't really trust them no more all these bitches do is talk behind your back that's a no go and,Cardi B
i don't really stress it no more getting all this money made my heart so cold middle finger up to you hoes hating on me,Cardi B
i'm making moves on the road though and i don't really trust them no more i don't really stress it no more i don't be,Cardi B
trusting them i don't be stressing them i swear i just flex on them i swear i just flex on them ny cardi next in,Cardi B
line yeah it's my time real hittas gonna respect mine i got deadlines ima hit the headlines ain't no bed time young boss nigga i,Cardi B
ain't lying i fuck shit up then i come for my checks what you expect cardi in full effect i see they mad i see,Cardi B
they vexed but it's not my fault when i shoot it's all net like swish now they look at the flick of the wrist they,Cardi B
sending shots but i swear it's all miss cardi fall off yeah bitch you wish you must be drunk off all of those liqs i,Cardi B
don't be trusting them i don't be stressing them i swear i just flex on them i swear i just flex on them ny cardi,Cardi B
next in line yeah it's my time real hittas gonna respect mine i got deadlines ima hit the headlines ain't no bed time young boss,Cardi B
nigga i ain't lying,Cardi B
i hate when i'm using a guy and shit and they start catching feelings and like no matter what i tell them like they just,Cardi B
don't stop liking me like i be like listen i'm a hoe i don't cook i don't clean like trust me you don't want me,Cardi B
to be the mother of your kids i don't like motherinlaws and they just be on some sooo you don't gotta meet my mom like,Cardi B
nigga you don't fucking get it though i dont do no sauce niggas lil bitch pop a pill i abort niggas lil bitch and i,Cardi B
don't save them i export niggas lil bitch you niggas ass salad tossed niggas lil bitch repeat always talking about what you got so what,Cardi B
you got always talking about you run that block nigga really what block always talking about your shooters ha so who y'all shot always talking,Cardi B
about your foreign whips nigga really what lot always talking about y'all niggas scam okay you scam but your bank account got 0 dollars so,Cardi B
what's the plan boy you lying using hella filters this ain't the gram boy i'm hot i use you to cool me down nigga use,Cardi B
the fan i dont do no sauce niggas lil bitch pop a pill i abort niggas lil bitch and i don't save them i export,Cardi B
niggas lil bitch you niggas ass salad tossed niggas lil bitch repeat some of you niggas is really too soft i do y'all like frisbees,Cardi B
you niggas get tossed always emotional blinging my line go find nemo and nigga get lost cannot talk spicy cause you are not hot you,Cardi B
are just sauce you bought me a chain a ring and a watch but how much it cost it's not expensive then he is a,Cardi B
not i'm cutting him off they be like cardi why you so cold nigga i don't defrost and i mean it y'all fiending why you,Cardi B
scheming you sauce you false won't comment i red beam him i dont do no sauce niggas lil bitch pop a pill i abort niggas,Cardi B
lil bitch and i don't save them i export niggas lil bitch you niggas ass salad tossed niggas lil bitch repeat,Cardi B
deal with them no no deal with them i can't peanut butter ass work fuck around and get jammed cardi in this bitch you better,Cardi B
understand i flip the script and kill shit now they want to hold my hand i be that hood bitch from that block it's my,Cardi B
hood on top why you asking all them questions you a cornball you get popped i'm really with the shits i'm a real bitch i,Cardi B
don't flop they ask who i be i'm that east coast lit thot yeah i gives it up i gives it up i gives it,Cardi B
up and that's word these cats got no stacks man they fucking get on my nerves i gives it up i gives it up i,Cardi B
gives it up and that's word and if you ain't talking about money then i'm pitching nothing but curves oh they mad ima keep them,Cardi B
mad oh they hella sick see me stunting see me getting bands oh yeah hella bricks cardi looking good in this shit oh yeah hella,Cardi B
fit run up on me wrong they pop the trunk on you elephants you don't know me hoe you don't know me bro you don't,Cardi B
know me just move i alt control delete and get your ass removed that fuck shit that truck shit i do not approve you niggas,Cardi B
with that shrimp dicks be fucking up my mood i be that hood bitch from that block it's my hood on top why you asking,Cardi B
all them questions you a cornball you get popped i'm really with the shits i'm a real bitch i don't flop they ask who i,Cardi B
be i'm that east coast lit thot yeah i gives it up i gives it up i gives it up and that's word these cats,Cardi B
got no stacks man they fucking get on my nerves i gives it up i gives it up i gives it up and that's word,Cardi B
and if you ain't talking about money then i'm pitching nothing but curves deal with them no no deal with them i can't peanut butter,Cardi B
ass work you fuck around and get jammed cardi in this bitch you better understand i flip the script and kill shit now they want,Cardi B
to hold my hand just get up off me just get up off me just get up off me you fake you talking all that,Cardi B
tough shit but quick to talk to the jakes let a bitch try me that's these red bottoms to the face nigga hating hoes ain't,Cardi B
got no clout that's superman with no cape all i need is coronas and i'm set for the night let a bitch act up just,Cardi B
know it's on sight they mad cause my time came and i didn't miss my flight fuck you thought a bitch was gonna be down,Cardi B
her whole life bitch no i be that hood bitch from that block it's my hood on top why you asking all them questions you,Cardi B
a cornball you get popped i'm really with the shits i'm a real bitch i don't flop they ask who i be i'm that east,Cardi B
coast lit thot yeah i gives it up i gives it up i gives it up and that's word these cats got no stacks man,Cardi B
they fucking get on my nerves i gives it up i gives it up i gives it up and that's word and if you ain't,Cardi B
talking about money then i'm pitching nothing but curves,Cardi B
konshens cardi b hoodcelebrityy yeah cardi aw yeah hoodcelebrityy pre konshens hey gyal beg you listen to my offer yuh body me a beg a,Cardi B
likkle wine offer this a nuh sum'n for your smile after me guarantee it a go bun yuh like lava konshens back it up for,Cardi B
me back it up for me girl back it up for me back it up for me cardi b back it up i'm sittin' while,Cardi B
me back it up so me jack it up sit down pon di cocky suh him wah his cocky suck so me take me tongue,Cardi B
and plap it up suck 'til cocky bruk em seh gyal how you suh sloppy suh bwoy you a deal wid di realest and when,Cardi B
me a cum you gon' feel it give you the best fuckin' of yuh life the way me back it up me swear you naa,Cardi B
go leave tonight hey boy watch how me a go put pah yuh the way me deal wid it dem call me cumy master dah,Cardi B
pussy tight so yuh cum faster and when me done wid you you a go need wata konshens back it up for me back it,Cardi B
up for me girl back it up for me back it up for me konshens gyal mek it clap fi di don back it up,Cardi B
pon me me have di cash inna hand pussy a buss out a di damn piece a thong so me love when gyal grab the,Cardi B
mic sing a song that's right yuh titty dem a buss out a yuh dress like the strippers dem a wah yuh dress like dem,Cardi B
gyal deh me love dem have the best vibe me woulda fuck yuh 'til death and fuck yuh inna the next life pre konshens hey,Cardi B
gyal beg you listen to my offer yuh body me a beg a likkle wine offer this a nuh sum'n for your smile after me,Cardi B
guarantee it a go bun yuh like lava konshens back it up for me back it up for me girl back it up for me,Cardi B
back it up for me hoodcelebrityy yuh say yuh love it how me back it up pussy fat print out me nuh affi pack it,Cardi B
up position look round a back how you a mash it up pussy nice and firm it get the cocky tough wooii yuh say me,Cardi B
bad yuh need a wine afta and the pussy yah sumn you'd a die afta give it to you one time you woulda cry afta,Cardi B
but me nuh waa nuh watchman weh come fi spy afta wooii pre konshens hey gyal beg you listen to my offer yuh body me,Cardi B
a beg a likkle wine offer this a nuh sum'n for your smile after me guarantee it a go bun yuh like lava konshens back,Cardi B
it up for me back it up for me girl back it up for me back it up for me,Cardi B
cardi hard work ayo step up in the spot you know who i be couple bottles pop in the vip dancin' all up on the,Cardi B
couch shakin' my ass probably leave with ya man grand larceny bitch pardon me you don't wanna start with me i be out here gettin',Cardi B
cash you be in the thottery i be in the trap chasin' chips like the lottery you ain't bout that life you don't be like,Cardi B
cardi b all my gettin'shmoney hoes put ya hands up yeah you cute but you gon' have to pull ya pants up yeah i see,Cardi B
you over there checkin' out my thick thighs tetas see i gotta smart mouth and what keep it litty for my city nyc take the,Cardi B
whole nut ain't worried 'bout no plan b yeah i'm nasty lick my lips blow a kiss and walk off with a hunnid thou' on,Cardi B
my wrist swish i ain't with the politics a hoe never gets cold you know what the motto is unless it's baguettes diamond cuts gold,Cardi B
bottles bitch sittin' in that 6 frostbite feelin' hella lit hook hectic hectic when i pull up it gets hectic hectic don't worry 'bout what's,Cardi B
on my left wrist it cost a check bitch if i'm in the spot i'm slayin' shit i'm in the best fit hectic hectic when,Cardi B
i pull up it gets hectic hectic don't worry 'bout what's on my left wrist it cost a check bitch if i'm in the spot,Cardi B
i'm slayin' shit i'm in the best fit ny do or die yeah i got this ksr chill y'all yeah i got this 40 those,Cardi B
seater in the cockpit and i'm a freak so you know that bitch topless you a hot mess that's a fact though understood the life,Cardi B
bitch you know how that go a lot of thots out here plottin' on my cash flow but i'm a queen just tryna build the,Cardi B
castle you a fiend you all up in my asshole i cause a scene and give you what you ask for hair did manicure so,Cardi B
ready check attitude have to be so petty yep i'm in it this year a minute to spare i swear my vision is clear y'all,Cardi B
bitches beware i'm here showstopper ms life of the party yeah top shotta no filter young cardi yeah hook hectic hectic when i pull up,Cardi B
it gets hectic hectic don't worry 'bout what's on my left wrist it cost a check bitch if i'm in the spot i'm slayin' shit,Cardi B
i'm in the best fit hectic hectic when i pull up it gets hectic hectic don't worry 'bout what's on my left wrist it cost,Cardi B
a check bitch if i'm in the spot i'm slayin' shit i'm in the best fit,Cardi B
i'm your yo i'm cardi b with the wicked flow ask them i keep them niggas on their tippy toes nicknackpaddywack give a dog a,Cardi B
bone got him runnin' home fuck him good get that money flow pussy got him goin' places he would never go pussy got him cookin',Cardi B
now he wanna clean the stove pussy got him fucked up i think he overdosed but i ain't travis scott i ain't got no antidote,Cardi B
antidote antidote hook i think i like that i think i like that i think i like that i think i like that yo some,Cardi B
people know me as a stripper hoe but stripper hoes get the money and blow digits though a lot of bitches talkin' down on me,Cardi B
like i'm a joke talk shit i'll fuck your man send him back hella broke i'm laughin' but i really mean it though i'm on,Cardi B
another level like i'm playin' mario these bitches can't see me even with a telescope every day i'm shittin' on 'em i don't flush the,Cardi B
toilet bowl ew cause i be workin' and workin' all these heads i be turnin' they on my body like surgeons i think they see,Cardi B
my conversion that's why they be lurkin' but their feelings be hurtin' or remember when i wanna dance at certain clubs and they told me,Cardi B
no no that's a dub now they the same niggas blowin' up my phone wantin' me to host oh word that's a dub bands hook,Cardi B
i think i like that i know i know they're mad now i think i like that i think i like that hurtin' my feelings,Cardi B
i think i like that when i come up in the building i initiate i'm the reason why the fuckers gotta renovate i'm eatin' good,Cardi B
and they mad they can't get a plate never thought we'd be gettin' booked in different states before the century they didn't even look this,Cardi B
way now they wanna eat my ass like a skirt steak got 'em sending gifts it's not even my birthday you niggas soft and i,Cardi B
meant that in the worst way oh you bitches suckin' dick just to get a bag you hustlin'backwards ass bitch you're doin' bad it's pretty,Cardi B
sad you should be getting more than that suck a dick so you can pay your rent couple months with that i mention flow keep,Cardi B
it on the low i tell you facts when a nigga 'bout to cum just throw it back it's over you won that nigga trapped,Cardi B
and that bank account girl empty that,Cardi B
oh how you doin' i'm alright hahaha verse now how much times do i gotta prove these niggas wrong and how much times i gotta,Cardi B
show these bitches i ain't soft how many shows i gotta sell out 'fore you get the cost why they really tryna front like i,Cardi B
ain't hit the charts all these labels throwin' deals from left to right but i ain't givin' in until they get them numbers right all,Cardi B
these people think that this shit happen overnight all that flexin' they be doin' shit is all a hype no tolerance for a hatin' bitch,Cardi B
talkin' shit only time i hold my tongue is when i'm suckin' dick so when i see you in the streets yeah it's fuckin' lit,Cardi B
and don't be talkin' all that sorry shit don't flip the script i see the lights i hear the hype i hit the mic i,Cardi B
kill the show i get my dough i catch a flight i see a hater i'm runnin' down it's on sight i throw my hands,Cardi B
i hit em' left i hit em' right they sleepin' on me just because i used to strip but it's all good 'cause now they,Cardi B
wanna get up in my vip blowin' up my phone sayin' everythin' i touch is lit actin' corn and wanna fuck me like they wasn't,Cardi B
talkin' shit woah i let 'em live let the shady motherfuckers live get them the price then it's time to show them what it is,Cardi B
don't got the bat well then what you really tryna pitch don't waste my time i ain't never been no average bitch not to mention,Cardi B
i did my tour and that shit was winnin' independent the headline award of feelin' i thank the lord for all the blessings that he,Cardi B
is given i love the fans they fill me up with their ammunition i don't really talk shit but now i gotta off this i,Cardi B
don't know why bitches think we work in the same office corny bitches tryna keep up look exhausted wave the white flag girl you might,Cardi B
as well just forfeit my ex told me i was never gon' be shit lookie lookie now lookie now nigga i'm that bitch what you,Cardi B
thought yeah you really lost now you kinda sick but i ain't never need a nigga i was always on my shit yeah i used,Cardi B
to stare at magazines on the train lookin' at these models like i gotta be this one day fuck around got myself a name now,Cardi B
i'm gettin' paid left the corny bitches in the grave so they throwin' shade,Cardi B
lyrics from snippet cardi hop on top uh i wanna ride i do a kegel while it's inside spit in my mouth look in my,Cardi B
eyes pussy is wet come take a dive tie me up like i'm surprised there's roleplay i wear a disguise i want you to park,Cardi B
that big mack truck right in this little garage,Cardi B
hook hundred band hundred band i'm 'bout my bread i got to get this shmoney man they fuck with my shmoney i'm sending them shots,Cardi B
i watch them do the running man i'm with the shits if a nigga want this he gon' have to buy all of that i'm,Cardi B
with the shits if a nigga want this he gon' have to buy all of that he just want to splurge and its ok i'm,Cardi B
so cool with that 5 thousand on a purse yeah baby boy i'm so cool with that fuck him so good he gonna want to,Cardi B
go spend all that pussy got him on the jugg he gonna reup and come right back no i'm not cool 'cause bitch i'm bool,Cardi B
and i'm been jacking that ever since school so don't be a fool run up on me got mechanics with tools and they ain't scared,Cardi B
to lose they had me on snooze now when i host it's is a zoo when the host is a zoo got me a check,Cardi B
i got a check feeling so blessed doing a lot more than what they expect i'm in my prime everything in effect and i'm so,Cardi B
cool with that this hustle not new to that sell out these spots got 'em thinking like who did that this new bitch from the,Cardi B
bronx the one that you slept on for so long so cool all that cool all that hook hundred band hundred band i'm 'bout my,Cardi B
bread i got to get this shmoney man they fuck with my shmoney i'm sending them shots i watch them do the running man i'm,Cardi B
with the shits if a nigga want this he gon' have to buy all of that i'm with the shits if a nigga want this,Cardi B
he gon' have to buy all of that he just want to splurge and its ok i'm so cool with that 5 thousand on a,Cardi B
purse yeah baby boy i'm so cool with that fuck him so good he gonna want to go spend all that pussy got him on,Cardi B
the juug he gon' reup and come right back he want to dab in this pussy but i don't think he get the picture he,Cardi B
ask me what i want i tell him make me look like subzero sister i'm talking that ice just ignore the price or i might,Cardi B
just dismiss ya don't do broke niggas ain't no joke nigga 'cause the pussy delicious bitches mad at me cause i'm on my shit i,Cardi B
know they doubted me cause i used to strip blew on ig on some regular shit then she to tv on some degular shit when,Cardi B
i pull up on that bitch for talking that shit amnesia kick in and i swear they forget then i think to myself they ain't,Cardi B
fuck with my money then i keep it pushing watch out lil' bitch hook hundred band hundred band i'm 'bout my bread i got to,Cardi B
get this shmoney man they fuck with my shmoney i'm sending them shots i watch them do the running man i'm with the shits if,Cardi B
a nigga want this he gon' have to buy all of that i'm with the shits if a nigga want this he gon' have to,Cardi B
buy all of that he just want to splurge and its ok i'm so cool with that 5 thousand on a purse yeah baby boy,Cardi B
i'm so cool with that fuck him so good he gonna want to go spend all that pussy got him on the jugg he gon',Cardi B
reup and come right back,Cardi B
cardi cardi b hook leave that bitch alone leave that bitch alone you knew that i was crazy why the fuck you took her home,Cardi B
now i'm goin' through your phone seein' all these hoes you knew that i don't like her what type of crazy shit you on you,Cardi B
want me to come to your crib and get comfortable what if i wanna move in and shit i will show up on some random,Cardi B
shit don't let me catch a bitch you wanna chance that shit you should just dead it i swear to god you gon' regret it,Cardi B
watch when i start askin' you why the fuck you take so long to answer my message the fuck you gon' tell me oh you,Cardi B
with the homies don't even think you can curve me for some other pussy 'cause it can get ugly boy i be on some other,Cardi B
shit just lettin' you know wassup 'cause if i ever find out 'bout that other bitch boy you gon' get that bitch cut prehook i'm,Cardi B
not the one i don't know why would you try it trust me my nigga just know i will beat all of them judges i,Cardi B
swear i'm not lyin' pussy was good pussy was perfect but watch when i pop all ya tires and key up ya whip like i,Cardi B
hope it was worth it hook leave that bitch alone leave that bitch alone you knew that i was crazy why the fuck you took,Cardi B
her home now i'm goin' through your phone seein' all these hoes you knew that i don't like her what type of crazy shit you,Cardi B
on what if i tell you i wanna be wifey what you gon' tell me i might be then i'ma want ya password to ya,Cardi B
twitter ya facebook and even ya ig boy it's a wrap 'cause i got the gat and i will blow all them bitches that's all,Cardi B
in ya dms just don't call me back nigga please don't be dumb my hair always in a bun you know what that means i'll,Cardi B
be ready for war and remember i got a gun i be on some other shit just lettin' you know from now so when that,Cardi B
time come around and i do catch you lackin' move outta town prehook i'm tellin' you i don't be with all that crying if i,Cardi B
get her or you fuck with motions i'm gon' light ya girl on fire pussy was good pussy was perfect but if i ever pop,Cardi B
up on you fuckin' that bitch boy you gon' need a surgeon hook leave that bitch alone leave that bitch alone you knew that i,Cardi B
was crazy why the fuck you took her home now i'm goin' through your phone seein' all these hoes you knew that i don't like,Cardi B
her what type of crazy shit you on leave that bitch alone,Cardi B
boy you a trick trick trick trick trick trick you ain't nothing but a trick trick trick trick trick you catching feelings like a ho,Cardi B
you's a trick trick trick trick trick no love no love for a trick trick trick trick trick no love no love for a rule,Cardi B
number one if you ain't paying that's a no rule number two tricks wait at the door rule number three don't you tell me about,Cardi B
your kids cause i don't give a fuck nigga i'll tell you how it is rule number four you ain't never fucking raw no matter,Cardi B
how much money is involved fuck you thought rule number five i need unlimited supply whatever i want you buy rule number six when we,Cardi B
in the club don't be taking all the pics pay for the licks you ain't getting no kiss nigga i ain't your bitch nigga you,Cardi B
ain't shit nigga no hugs no love you's a boy you a trick trick trick trick trick trick you ain't nothing but a trick trick,Cardi B
trick trick trick you catching feelings like a ho you's a trick trick trick trick trick no love no love for a trick trick trick,Cardi B
trick trick no love no love for a rule number seven when you take me out to eat after that day you can't see me,Cardi B
for the week rule number eight you can't call me babe boy we don't relate let's get that shit straight rule number nine i ain't,Cardi B
tryna wine and dine i'm just tryna shop bust a nut then goodbye rule number ten when that bank account ends i find a new,Cardi B
trick let the new games begin i'm such a ho ass bitch big thot big thot you thought i like you for you noooo you,Cardi B
think we have something in common boy you a trick trick trick trick trick trick you ain't nothing but a trick trick trick trick trick,Cardi B
you catching feelings like a ho you's a trick trick trick trick trick no love no love for a trick trick trick trick trick no,Cardi B
love no love for a,Cardi B
fuck all that talking shit fuck all that stalling shit i came here to eat i ain't with that starving shit been on the hustle,Cardi B
since young so i been involved in shit the fakes the snakes heartbreaks i mean all of it i'm in my zone now and i,Cardi B
ain't gon fold up they like cardi all grown up yea bitch i glo'ed up they ain't see the blizzard coming these niggas done froze,Cardi B
up they mad they been sleeping on me just be like you woke up i don't make scenes i just make movies clip after clip,Cardi B
after clip call it a uzi i feel like a bad ass i feel like i'm boosie they quick to judge a bitch just wish,Cardi B
they knew me i know a couple hittas done pulled a couple triggers violate me they gon come and get you and i'm tired of,Cardi B
y'all baby mamas y'all nothing but drama always worrying about the new bitch why you so foolish watching my moves you like how i do,Cardi B
shit i make you feel insecure but that's not my problem just worry about your kid and i'ma keep popping my collar and for those,Cardi B
who want to know i'm not your average hoe i be on my bullshit but yea i got standards though yeah i fucked a couple,Cardi B
niggas pulled a couple tricks bust a couple splits sucked a couple dicks but there is a story to everything and that's just real shit,Cardi B
my family had to eat and i had to pay the rent if it's green i'ma get it please stay the fuck out my business,Cardi B
bitch try me i promise you get it bitch try me there will be no winning gotta watch all these faces there's too many counterfeits,Cardi B
sometimes when you hear them say i got you you can't even count on it that's why i fuck with my bitches only my bitches,Cardi B
my day one bitches so please do not fuck with my bitches that's a brick in your face and you gon need stitches i see,Cardi B
that you moving suspicious 00 dollars they do you with quickness that's word to my niece i'm not kidding i fuck with them bons and,Cardi B
they get vicious,Cardi B
hook gimme shmoney gimme gimme shmoney gimme shmoney gimme gimme shmoney yeah it's what a girl like yeah it's what a girl like i don't,Cardi B
want ya man i just want this shmoney i don't want ya man i just want this shmoney that's what a girl like that's what,Cardi B
a girl like gimme money all i want is money i'm cardi b all i know is shmoney shmoney beat ya bitch if it's not,Cardi B
green then back up off me fuck it send em' ebts food stamps this shit not funny i'm here for money and i'm bout to,Cardi B
put in work yellow man nobody move nobody get hurt it's just to the paper fuck it man i got a cake up niggas spend,Cardi B
all this money you saved up throw it all in his face like it's makeup yeah nigga straight up hook gimme shmoney gimme gimme shmoney,Cardi B
gimme shmoney gimme gimme shmoney yeah it's what a girl like yeah it's what a girl like i don't want ya man i just want,Cardi B
this shmoney i don't want ya man i just want this shmoney that's what a girl like that's what a girl like i don't want,Cardi B
ya man hoe i just want the money why don't you understand hoe please don't be a dummy his name not benjamin he can't do,Cardi B
nothing for me it's all about a check and plus that nigga ugly he like my setup how i dress up so i gas his,Cardi B
head up he spend that cheddar mozzarella yeah he fuck that check up i tell him step up put that bread up don't you hesitate,Cardi B
i have the goons at your door like hello what's in the safe hook gimme shmoney gimme gimme shmoney gimme shmoney gimme gimme shmoney yeah,Cardi B
it's what a girl like yeah it's what a girl like i don't want ya man i just want this shmoney i don't want ya,Cardi B
man i just want this shmoney that's what a girl like that's what a girl like,Cardi B
lyrics from snippet stylin' on these hoes i'm stylin' on these hoes i be stylin' on these hoes i'm stylin' on these hoes wrist full,Cardi B
of gold i be stylin' on these niggas stylin' on these hoes grind up a check got it at the store runnin' through the checks,Cardi B
till the club close stylin' on these niggas stylin' on these hoes i be stylin' on these bitches stylin' on these hoes i gotta get,Cardi B
it i need the chicken i need the bread that's why i'm workin' and i'm in the benz 'cause you in the bed bitches is,Cardi B
sleepin' fuck is they thinkin' what is you doin' then they be mad lookin' at me like i did something to 'em uh bank account,Cardi B
on racks pussy still on drip drop put this pussy on wax took me straight to the tip top i might race with the wraith,Cardi B
ain't no space in the safe next bitch in my face catchin' case catchin' case but anywho anywho birkin bag jimmy choos all my bitches,Cardi B
say eeeeooowwww all my guns go boom more guns than the warden smack hoes with my jordans pussy's floodin' new orleans kiss a bitch and,Cardi B
i'm gorgeous never been no pussy yo i'm always with the shits i ain't never been no dirty broad but now i'm filthy rich bitch,Cardi B
bitch stylin' on these hoes i'm stylin' on these hoes i be stylin' on these hoes i'm stylin' on these hoes wrist full of gold,Cardi B
i be stylin' on these niggas stylin' on these hoes grind up a check got it at the store runnin' through the checks till the,Cardi B
club close stylin' on these niggas stylin' on these hoes i be stylin' on these bitches stylin' on these hoes money money money money's all,Cardi B
i think of i swear to god i wake up and get the green stuff you put your money on these hoes get your refund,Cardi B
i just got my nails did i just got my weave done if you want a fly press put bardi on that shit i just,Cardi B
bought a new gun put a body on that shit she upstairs i'ma wait in the lobby for that bitch i got my bitch and,Cardi B
a man that can buy me all that shit you can find my fine ass bathtub with a wine glass all these hoes wanna bring,Cardi B
me down i don't never ever mind that can you show me where your money is 'cause i know where mine's at all the energy,Cardi B
you put in me you just tryna get the top back lately i been on some conceited shit 'cause i don't need a bitch blast,Cardi B
off i don't feed a bitch that's how i treat a bitch in my hood i got hella stripes straight adidas shit hope she got,Cardi B
the same energy when i see that bitch bitch stylin' on these hoes i'm stylin' on these hoes i be stylin' on these hoes i'm,Cardi B
stylin' on these hoes wrist full of gold i be stylin' on these niggas stylin' on these hoes grind up a check got it at,Cardi B
the store runnin' through the checks till the club close stylin' on these niggas stylin' on these hoes i be stylin' on these bitches stylin',Cardi B
on these hoes,Cardi B
yeah baby i like it like that you gotta believe me when i tell you i said i like it like that you gotta believe,Cardi B
me when i tell you i said i like it like cardi b now i like dollars i like diamonds i like stuntin' i like,Cardi B
shinin' i like million dollar deals where's my pen bitch i'm signin' signin' i like those balenciagas those the ones that look like socks i,Cardi B
like going to the jeweler i put rocks all in my watch chaching i like texts from my exes when they want a second chance,Cardi B
what i like proving niggas wrong i do what they say i can't she can't they call me cardi bardi banging body spicy mami hot,Cardi B
tamale hotter than a somali fur coat ferrari rrr woo hop out the stu' jump in the coupe coupe big dipper on top of the,Cardi B
roof flexing on bitches as hard as i can eating halal driving the lam' told that bitch i'm sorry though sorry 'bout my coins like,Cardi B
mario mario yeah they call me cardi b i run this shit like cardio woo facts cardi b diamond district in the jag i said,Cardi B
i like it like that certified you know i'm gang gang gang gang i said i like it like drop the top and blow the,Cardi B
brains woo i said i like it like that oh he's so handsome what's his name yeah i said i like it oh i need,Cardi B
the dollars chaching i said i like it like that beat it up like piñatas i said i like it like tell the driver close,Cardi B
the curtains i said i like it like that skrrt bad bitch make you nervous i said i like it kontra k ich mag die,Cardi B
liebe mag die stille mag den hustle den wir leben leben hass' die falschheit vieler blender aber lieb' ganovenehre wooh ich mag leute die nicht,Cardi B
quatschen sondern lieber stille wasser und statt gold sammeln wie inkas lieber 'ne finca für meinen vater ahh meine gang regiert den plaza alle meine,Cardi B
jungs sind on fuego was für hahn im korb ich seh' maximal nur calimeros gangster schweigen und genießen also quatsch mir nicht pendejo denn ein,Cardi B
rückgrat ist mehr wert als die taschen voll dinero geld kommt geld geht aber familie bleibt der innere kreis elitär und klein auch wenn der,Cardi B
teufel viele gesichter zeigt gott sei dank nicht meins meins jeder testet jeder redet jeder schneidet sich ins fleisch ich halt' meine leute halt' meine,Cardi B
ziele meine versprechen immer ein ein courage über fame fame und lieber wölfe die noch beißen als die köter die nur bell'n klasse über geld,Cardi B
und lieber loyalität für meine gang als den erfolg nur für mich selbst selbst selbst cardi b diamond district in the jag i said i,Cardi B
like it like that certified you know i'm gang gang gang gang i said i like it like drop the top and blow the brains,Cardi B
woo i said i like it like that oh he's so handsome what's his name yeah i said i like it oh i need the,Cardi B
dollars chaching i said i like it like that beat it up like piñatas i said i like it like tell the driver close the,Cardi B
curtains i said i like it like that skrrt bad bitch make you nervous i said i like it ak ausserkontrolle früher ist papa zur,Cardi B
arbeit mit tickets gefahr'n heute sitzt papa im dickesten wagen weil wir bizzy war'n weil wir weil wir bizzy war'n meine devise ist klar einhundert,Cardi B
riesen in bar ak syndicat ak aksyndicat egal ob benza oder siebener wir fahr'n vor das ist gangster unser leben einfach hardcore tatort fliehen vom,Cardi B
tatort tatort fliehen vom tatort mach' kilo für kilo weg salame salame sie machen minus jetzt jealousi jealousi wir sind jungs die immer mehr woll'n,Cardi B
rolex am gelenk unsere zeit ist wertvoll keine hunderttausendeuroschecks nein nein ich will alles bar bar bar meine jungs und ich verkaufen flex steig ein,Cardi B
doch ich will alles bar bar bar cardi b diamond district in the jag i said i like it like that certified you know i'm,Cardi B
gang i said i like it like drop the top and blow the brains woo i said i like it like that oh he's so,Cardi B
handsome what's his name yeah i said i like it,Cardi B
you know i could love you with all my heart you're my baby and and i love you i just i just feel the need,Cardi B
to hurt you maybe i'm scorn maybe i need a therapist maybe i'm petty i just i want to hurt you i want to hurt,Cardi B
you i want to hurt you i need to make you sure you remember me forever eeeeever eeeeever eeeeever i was raised well eeeeever eeeeever,Cardi B
eeeeever i want to hurt you i want to hurt you i want to i want to hurt you i want to hurt hurt hurt,Cardi B
i want to hurt you forever i want to hurt you i want to i want to hurt you forever i want to hurt hurt,Cardi B
hurt hurt i want to hurt you i want to hurt you i got to make sure that you feel me i need to make,Cardi B
sure you remember me forever i have to show you hi there my name is my name is cardi cardi cardi cardi i don't know,Cardi B
i love it i love it lonelyness it fulfills my sorrow you may think you may think i have no tomorrow its easier to die,Cardi B
than to live but i will show you that i'm strong enough to use you and abuse you and i'm gonna live and i'm gonna,Cardi B
win haha i'm gonna win i'm gonna win i'm gonna win i'm gonna win i'm gonna win iiiii'm goonna win i want to hurt you,Cardi B
i got to make sure that you feel me i need to make sure they remember me forever i have to show you,Cardi B
cardi b them motherfuckers be like but what type of niggas will wife you my type of niggas will wife me the type of niggas,Cardi B
that like bitches that pop off and suck dick all day motherfuckin' long bitch thanks to all my followers that always defended me y'all like,Cardi B
